                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                  0.571,                 2.1117,                0.15757,                0.45717,                 1.0214,                0.99739,                      1,                  0.995,                0.90508,                0.99739,                      1,                  0.995,                0.66845,                0.46424,                 1.5957,                0.07506,                0.29065,                 0.8951,               0.000746,               0.000746,               0.000746
                     97,                0.51683,                 2.0207,                0.20972,                0.40934,                0.98105,                  0.952,                0.95455,                0.95179,                0.88889,                0.99733,                      1,                  0.995,                0.65687,                 0.4595,                 1.6774,                0.07831,                0.28447,                0.90003,              0.0007328,              0.0007328,              0.0007328
                     98,                0.52726,                 2.2236,                0.19553,                0.44222,                 1.0153,                0.95189,                0.95455,                0.94914,                0.90202,                0.99722,                      1,                  0.995,                0.64544,                0.45195,                 1.6798,                0.07475,                0.29573,                0.90138,              0.0007196,              0.0007196,              0.0007196
                     99,                0.48197,                 1.7425,                0.17696,                0.39866,                0.96125,                0.95195,                0.95455,                0.94638,                0.90055,                0.99728,                      1,                  0.995,                0.74382,                0.44429,                 1.3824,                0.06811,                0.29257,                0.89844,              0.0007064,              0.0007064,              0.0007064
                    100,                0.52057,                 2.0095,                0.18594,                0.41766,                0.98174,                0.95192,                0.95455,                0.94735,                0.90676,                0.99725,                      1,                  0.995,                0.75107,                0.44271,                 1.3727,                0.06049,                0.28332,                0.89319,              0.0006932,              0.0006932,              0.0006932
                    101,                0.57693,                 2.0645,                 0.1616,                0.45449,                 1.0309,                0.95201,                0.95455,                0.94842,                0.90887,                0.99734,                      1,                  0.995,                0.74057,                0.43878,                 1.3696,                0.06005,                0.28047,                0.88925,                0.00068,                0.00068,                0.00068
                    102,                0.52784,                 1.8354,                0.17978,                 0.4421,                0.96659,                0.95224,                0.95455,                0.94942,                0.89873,                0.99763,                      1,                  0.995,                0.75209,                0.44959,                 1.3291,                0.06092,                0.27048,                0.88884,              0.0006668,              0.0006668,              0.0006668
                    103,                0.54632,                 2.0525,                 0.2165,                0.41722,                0.99247,                0.95225,                0.95455,                0.95213,                0.90207,                0.99759,                      1,                  0.995,                0.75792,                0.45257,                 1.3247,                0.05989,                0.27578,                0.88994,              0.0006536,              0.0006536,              0.0006536
                    104,                0.55496,                   1.88,                0.20438,                0.43236,                 1.0064,                0.99738,                      1,                  0.995,                0.90504,                0.99738,                      1,                  0.995,                0.75576,                0.46189,                 1.4217,                0.05905,                0.27785,                0.88732,              0.0006404,              0.0006404,              0.0006404
                    105,                0.50428,                 2.1561,                0.18515,                0.41197,                 0.9926,                0.99746,                      1,                  0.995,                0.91065,                0.99746,                      1,                  0.995,                0.72394,                0.46114,                 1.4416,                0.05845,                0.28325,                0.88251,              0.0006272,              0.0006272,              0.0006272
                    106,                0.46387,                  1.946,                0.18516,                0.39057,                0.95668,                0.99743,                      1,                  0.995,                0.90501,                0.99743,                      1,                  0.995,                0.69087,                0.46272,                 1.5318,                 0.0556,                0.28223,                 0.8792,               0.000614,               0.000614,               0.000614
                    107,                0.55759,                 2.2564,                0.18204,                0.43047,                0.99073,                0.99745,                      1,                  0.995,                 0.9034,                0.99745,                      1,                  0.995,                 0.6877,                0.46665,                 1.5704,                0.05511,                0.27979,                0.88397,              0.0006008,              0.0006008,              0.0006008
                    108,                0.51689,                 2.0672,                0.16965,                0.42299,                 0.9942,                0.99747,                      1,                  0.995,                0.90328,                0.99747,                      1,                  0.995,                0.69556,                0.45918,                 1.5212,                 0.0558,                0.27256,                0.88784,              0.0005876,              0.0005876,              0.0005876
                    109,                0.53228,                 1.9231,                0.17336,                0.41266,                 1.0088,                0.99745,                      1,                  0.995,                0.90769,                0.99745,                      1,                  0.995,                0.71681,                0.45104,                 1.4749,                0.05876,                0.26972,                0.88387,              0.0005744,              0.0005744,              0.0005744
                    110,                0.53069,                 1.9941,                0.18509,                0.44411,                 1.0032,                0.99733,                      1,                  0.995,                0.91414,                0.99733,                      1,                  0.995,                0.69938,                0.43144,                 1.4876,                0.07006,                0.26048,                0.87365,              0.0005612,              0.0005612,              0.0005612
                    111,                 0.5319,                 1.9174,                0.17129,                0.42043,                 1.0441,                0.99731,                      1,                  0.995,                0.91698,                0.99731,                      1,                  0.995,                0.72954,                0.42236,                 1.4277,                0.06981,                0.25517,                0.87625,               0.000548,               0.000548,               0.000548
                    112,                0.52276,                 2.0425,                0.17519,                0.42758,                0.98359,                0.95191,                0.95455,                0.96307,                0.91647,                0.99724,                      1,                  0.995,                0.73654,                0.43348,                 1.4054,                0.07017,                0.26704,                0.88898,              0.0005348,              0.0005348,              0.0005348
                    113,                0.51309,                 1.8825,                0.18881,                0.40018,                0.97529,                0.95194,                0.95455,                 0.9645,                0.92714,                0.99727,                      1,                  0.995,                0.75413,                0.43058,                 1.4057,                0.07024,                0.26379,                0.89279,              0.0005216,              0.0005216,              0.0005216
                    114,                0.47612,                 1.8401,                0.17464,                 0.3752,                0.97677,                0.99742,                      1,                  0.995,                0.92664,                0.99742,                      1,                  0.995,                0.75636,                0.40145,                 1.4113,                0.06745,                0.24918,                0.88457,              0.0005084,              0.0005084,              0.0005084
                    115,                0.51859,                 2.0762,                0.17638,                0.41343,                0.98443,                0.99743,                      1,                  0.995,                0.92618,                0.99743,                      1,                  0.995,                0.75657,                 0.3997,                 1.4072,                0.06486,                 0.2456,                 0.8851,              0.0004952,              0.0004952,              0.0004952
                    116,                0.46075,                 1.6184,                0.16064,                0.39526,                0.96567,                0.99747,                      1,                  0.995,                0.93382,                0.99747,                      1,                  0.995,                0.75523,                0.40668,                 1.4011,                0.06357,                0.24291,                0.88979,               0.000482,               0.000482,               0.000482
                    117,                0.48282,                 1.4262,                0.18651,                0.37905,                0.98032,                0.99751,                      1,                  0.995,                0.93382,                0.99751,                      1,                  0.995,                0.75576,                 0.4087,                 1.3814,                0.06555,                0.24314,                0.89049,              0.0004688,              0.0004688,              0.0004688
                    118,                0.50191,                 1.8538,                0.15394,                0.40072,                0.96295,                0.99752,                      1,                  0.995,                0.93568,                0.99752,                      1,                  0.995,                0.76694,                0.40095,                 1.3668,                0.06926,                0.24528,                0.88338,              0.0004556,              0.0004556,              0.0004556
                    119,                0.47074,                 2.0938,                0.17535,                0.37153,                0.96313,                0.99756,                      1,                  0.995,                 0.9466,                0.99756,                      1,                  0.995,                0.75551,                0.39746,                 1.3856,                0.07178,                0.24944,                0.88163,              0.0004424,              0.0004424,              0.0004424
                    120,                 0.5126,                 1.9095,                 0.1805,                 0.3984,                0.99373,                 0.9976,                      1,                  0.995,                0.94948,                 0.9976,                      1,                  0.995,                0.79798,                0.39697,                 1.2879,                0.07338,                0.25081,                0.88469,              0.0004292,              0.0004292,              0.0004292
                    121,                0.45221,                 1.6701,                0.17199,                0.36517,                0.95566,                0.99759,                      1,                  0.995,                0.94744,                0.99759,                      1,                  0.995,                0.79701,                0.40597,                 1.2854,                0.07234,                0.26119,                0.89118,               0.000416,               0.000416,               0.000416
                    122,                0.50431,                 1.7814,                 0.1654,                0.38993,                0.96702,                0.95227,                0.95455,                0.96641,                0.92152,                0.99761,                      1,                  0.995,                0.79504,                0.43167,                 1.3108,                0.07009,                0.27108,                 0.9043,              0.0004028,              0.0004028,              0.0004028
                    123,                0.48971,                 1.7935,                0.16424,                 0.3981,                0.94451,                0.95223,                0.95455,                0.96575,                0.92401,                0.99758,                      1,                  0.995,                0.78827,                0.43798,                 1.3211,                0.06972,                 0.2595,                0.90403,              0.0003896,              0.0003896,              0.0003896
                    124,                0.44317,                 1.7128,                0.17087,                0.37725,                0.96717,                 0.9975,                      1,                  0.995,                0.92591,                 0.9975,                      1,                  0.995,                0.79198,                0.44919,                 1.2957,                0.06918,                0.26373,                0.89066,              0.0003764,              0.0003764,              0.0003764
                    125,                0.50756,                 1.8553,                0.20141,                0.38828,                0.99415,                0.99753,                      1,                  0.995,                0.92465,                0.99753,                      1,                  0.995,                0.79444,                 0.4498,                 1.2935,                0.06814,                0.26784,                 0.8848,              0.0003632,              0.0003632,              0.0003632
                    126,                0.48923,                 1.7074,                0.17259,                0.39129,                0.98646,                0.99756,                      1,                  0.995,                0.91582,                0.99756,                      1,                  0.995,                0.78154,                0.44727,                 1.3248,                0.06774,                0.27676,                0.87827,                0.00035,                0.00035,                0.00035
                    127,                0.45691,                 1.6934,                0.15807,                0.37175,                0.94896,                0.99756,                      1,                  0.995,                0.93371,                0.99756,                      1,                  0.995,                0.77334,                 0.4365,                 1.3854,                 0.0712,                0.27558,                0.87464,              0.0003368,              0.0003368,              0.0003368
                    128,                0.47771,                 1.8716,                0.18412,                0.38528,                0.98175,                0.99757,                      1,                  0.995,                0.93075,                0.99757,                      1,                  0.995,                0.76774,                0.42078,                  1.388,                0.07335,                0.26143,                0.87008,              0.0003236,              0.0003236,              0.0003236
                    129,                0.42945,                 1.9534,                 0.1698,                0.37093,                0.93049,                0.99755,                      1,                  0.995,                0.93075,                0.99755,                      1,                  0.995,                0.76864,                0.41057,                 1.3359,                0.07031,                0.25492,                0.86653,              0.0003104,              0.0003104,              0.0003104
                    130,                0.43606,                 2.0674,                0.16942,                0.37416,                0.95362,                0.95219,                0.95455,                0.96463,                0.93514,                0.99753,                      1,                  0.995,                0.76093,                 0.3951,                 1.3582,                0.06539,                0.24951,                0.86299,              0.0002972,              0.0002972,              0.0002972
                    131,                0.49754,                 1.7455,                0.17542,                0.39866,                 1.0204,                0.99752,                      1,                  0.995,                0.93767,                0.99752,                      1,                  0.995,                  0.784,                0.39182,                 1.3544,                0.06406,                0.24742,                0.86155,               0.000284,               0.000284,               0.000284
                    132,                0.41307,                 1.9083,                0.17597,                0.33462,                0.94578,                0.99746,                      1,                  0.995,                0.94056,                0.99746,                      1,                  0.995,                 0.7894,                0.40537,                  1.326,                 0.0617,                0.25171,                0.86394,              0.0002708,              0.0002708,              0.0002708
                    133,                0.42946,                 1.4831,                0.18977,                0.33868,                0.97107,                0.99754,                      1,                  0.995,                0.94592,                0.99754,                      1,                  0.995,                0.78688,                0.41551,                 1.3281,                0.06194,                 0.2548,                0.86577,              0.0002576,              0.0002576,              0.0002576
                    134,                 0.4315,                  1.853,                0.18047,                0.32962,                0.94766,                0.99762,                      1,                  0.995,                0.94592,                0.99762,                      1,                  0.995,                0.77939,                0.41469,                 1.3437,                0.06287,                0.25599,                0.86451,              0.0002444,              0.0002444,              0.0002444
                    135,                0.37689,                 1.3821,                0.17902,                0.31142,                0.91491,                0.99765,                      1,                  0.995,                0.94592,                0.99765,                      1,                  0.995,                0.77247,                0.40977,                  1.342,                0.06332,                0.25714,                0.86473,              0.0002312,              0.0002312,              0.0002312
                    136,                0.49201,                 1.7018,                0.18206,                0.40774,                0.96949,                0.99766,                      1,                  0.995,                0.94418,                0.99766,                      1,                  0.995,                0.76514,                0.39449,                 1.3609,                0.06404,                0.24998,                0.86099,               0.000218,               0.000218,               0.000218
                    137,                0.43634,                  1.936,                0.20116,                0.36253,                0.96481,                0.99768,                      1,                  0.995,                0.94582,                0.99768,                      1,                  0.995,                 0.7685,                0.39122,                 1.3656,                0.06447,                0.25455,                0.85925,              0.0002048,              0.0002048,              0.0002048
                    138,                0.40812,                 1.5624,                0.17655,                0.34138,                0.95758,                0.99769,                      1,                  0.995,                0.94762,                0.99769,                      1,                  0.995,                0.78523,                 0.3884,                 1.3317,                 0.0641,                0.24902,                0.85661,              0.0001916,              0.0001916,              0.0001916
                    139,                 0.4601,                  1.644,                0.19386,                0.35642,                0.96721,                0.99764,                      1,                  0.995,                0.94762,                0.99764,                      1,                  0.995,                 0.7744,                0.38798,                 1.3338,                0.06348,                0.24403,                0.85686,              0.0001784,              0.0001784,              0.0001784
                    140,                0.39687,                 1.7366,                0.18034,                0.36964,                 0.9581,                      1,                      1,                  0.995,                0.95342,                      1,                      1,                  0.995,                0.77296,                0.38782,                 1.3462,                0.06258,                0.23089,                0.86305,              0.0001652,              0.0001652,              0.0001652
                    141,                0.29103,                 0.9749,                0.06771,                0.25945,                0.87016,                      1,                      1,                  0.995,                0.95098,                      1,                      1,                  0.995,                0.76929,                0.38767,                 1.3358,                0.06238,                0.22557,                0.86833,               0.000152,               0.000152,               0.000152
                    142,                 0.3083,                0.97732,                0.06735,                0.24805,                0.85341,                0.99756,                      1,                  0.995,                0.95093,                0.99756,                      1,                  0.995,                 0.7759,                 0.3997,                 1.3338,                0.06052,                 0.2195,                0.88207,              0.0001388,              0.0001388,              0.0001388
                    143,                0.28135,                0.75766,                0.07719,                0.23493,                  0.852,                0.99757,                      1,                  0.995,                 0.9403,                0.99757,                      1,                  0.995,                0.76986,                0.40619,                 1.3336,                0.05939,                  0.222,                0.88764,              0.0001256,              0.0001256,              0.0001256
                    144,                0.26836,                0.87951,                0.06947,                0.22127,                0.81356,                0.99762,                      1,                  0.995,                0.94087,                0.99762,                      1,                  0.995,                0.77528,                0.40643,                 1.3317,                0.05769,                0.22485,                0.88987,              0.0001124,              0.0001124,              0.0001124
                    145,                0.25992,                0.90302,                0.05977,                0.20809,                0.80872,                0.99758,                      1,                  0.995,                0.93925,                0.99758,                      1,                  0.995,                0.77316,                0.40487,                 1.3255,                 0.0574,                 0.2225,                0.88965,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.28922,                0.93421,                 0.0787,                0.22824,                 0.8503,                0.99758,                      1,                  0.995,                0.94363,                0.99758,                      1,                  0.995,                0.78143,                0.39139,                 1.3102,                 0.0575,                0.22094,                0.88383,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.27775,                0.86215,                0.06216,                0.23031,                0.85508,                0.99759,                      1,                  0.995,                0.94363,                0.99759,                      1,                  0.995,                0.78267,                0.38653,                 1.3092,                0.05743,                 0.2213,                0.88045,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.26658,                0.85159,                0.06448,                0.22589,                0.84685,                0.99756,                      1,                  0.995,                0.94213,                0.99756,                      1,                  0.995,                0.77317,                0.38004,                 1.3129,                0.05679,                0.22295,                0.87511,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.26765,                0.77032,                0.05981,                0.20873,                0.83756,                0.99756,                      1,                  0.995,                0.94483,                0.99756,                      1,                  0.995,                0.77317,                0.37821,                 1.3156,                0.05646,                0.22335,                0.87335,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.26223,                 0.8697,                0.07209,                0.21337,                0.85798,                0.99758,                      1,                  0.995,                  0.944,                0.99758,                      1,                  0.995,                0.77138,                0.37448,                 1.3139,                0.05662,                0.22077,                0.87309,               3.32e-05,               3.32e-05,               3.32e-05
