                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.50174,                  2.566,                0.22551,                0.40086,                0.96566,                0.90256,                0.96935,                0.96737,                0.89028,                0.82688,                0.88863,                0.86443,                0.31081,                0.44943,                 3.5344,                 0.3875,                0.41427,                0.88282,              0.0007592,              0.0007592,              0.0007592
                     96,                0.49148,                 2.4153,                0.22504,                0.40017,                 0.9477,                0.92689,                0.93023,                0.97318,                0.88901,                0.86825,                0.87209,                 0.8804,                0.32068,                0.44097,                 3.4793,                  0.282,                0.40149,                0.87461,               0.000746,               0.000746,               0.000746
                     97,                0.47281,                 2.3665,                0.21404,                0.37257,                0.94496,                  0.902,                0.97674,                0.96829,                0.89666,                0.86614,                0.90287,                0.89629,                0.30026,                0.43574,                 3.4661,                0.38035,                0.40741,                0.85637,              0.0007328,              0.0007328,              0.0007328
                     98,                0.47654,                 2.5944,                0.22052,                0.38761,                0.95158,                0.90278,                0.97183,                0.95941,                0.87785,                0.84958,                0.88372,                0.85159,                0.30625,                0.44718,                 3.4434,                0.33697,                0.40808,                 0.8679,              0.0007196,              0.0007196,              0.0007196
                     99,                0.49693,                  2.451,                0.22365,                0.39639,                0.96416,                0.91715,                0.93023,                0.95627,                0.88547,                0.85858,                0.87209,                0.84563,                0.28844,                0.44479,                 3.4604,                0.25179,                0.40653,                0.87228,              0.0007064,              0.0007064,              0.0007064
                    100,                0.47366,                 2.3704,                0.21997,                0.39236,                0.94272,                0.89894,                0.93093,                0.96024,                0.88034,                0.85479,                0.88372,                0.88269,                0.30779,                0.43857,                 3.4518,                0.40453,                0.40423,                0.85739,              0.0006932,              0.0006932,              0.0006932
                    101,                0.47957,                 2.3708,                0.21769,                0.40076,                0.94216,                0.90975,                0.95349,                0.96238,                0.88628,                0.84138,                0.88372,                0.87224,                0.29236,                0.45765,                 3.4708,                0.39931,                0.40911,                 0.8884,                0.00068,                0.00068,                0.00068
                    102,                0.48709,                 2.5126,                 0.2191,                0.39423,                0.93841,                 0.9044,                0.90698,                0.96347,                0.88205,                0.81673,                0.86047,                0.86831,                0.30756,                0.46095,                  3.462,                0.23836,                 0.4105,                0.88249,              0.0006668,              0.0006668,              0.0006668
                    103,                0.47537,                 2.3411,                0.22739,                0.39428,                0.94701,                0.89901,                 0.9316,                0.96357,                0.88078,                0.87873,                0.84884,                0.88429,                 0.3175,                0.48661,                 3.4588,                0.42931,                0.41956,                0.87565,              0.0006536,              0.0006536,              0.0006536
                    104,                0.47827,                 2.3571,                0.22275,                0.37883,                0.95009,                0.91123,                 0.9186,                0.96726,                0.88816,                0.86803,                0.86047,                0.87552,                0.31614,                0.48751,                 3.4624,                0.38938,                0.41859,                0.86156,              0.0006404,              0.0006404,              0.0006404
                    105,                0.48077,                 2.4895,                0.21156,                0.37908,                0.94469,                0.93811,                 0.9186,                0.96462,                0.88435,                0.86296,                0.86047,                0.85805,                0.30584,                0.48041,                 3.4615,                0.27229,                0.41468,                0.89432,              0.0006272,              0.0006272,              0.0006272
                    106,                 0.4832,                 2.4446,                0.22185,                0.38873,                0.94991,                0.91062,                0.94773,                0.96762,                0.89032,                0.85484,                0.89021,                0.86687,                0.30628,                0.46539,                 3.4751,                0.35944,                0.40803,                0.87406,               0.000614,               0.000614,               0.000614
                    107,                0.48683,                 2.5678,                 0.2261,                 0.4029,                0.94539,                0.89932,                0.93487,                0.96619,                0.88568,                0.85471,                 0.8893,                0.88678,                0.29786,                0.43188,                 3.5309,                0.37068,                0.39572,                 0.8491,              0.0006008,              0.0006008,              0.0006008
                    108,                0.47876,                  2.486,                0.21534,                0.38984,                0.95891,                0.89223,                0.96265,                0.96286,                0.88477,                0.79538,                0.84884,                0.81563,                 0.2928,                0.43639,                 3.5398,                0.38902,                0.37636,                0.86397,              0.0005876,              0.0005876,              0.0005876
                    109,                0.46747,                 2.3219,                0.20938,                 0.3818,                0.94113,                0.88044,                0.94193,                0.96738,                0.88299,                0.81766,                0.87209,                0.86609,                0.32452,                0.45141,                 3.4791,                0.36157,                0.39008,                0.88128,              0.0005744,              0.0005744,              0.0005744
                    110,                0.43777,                  2.457,                0.21635,                0.36461,                0.92693,                0.94086,                 0.9186,                0.97395,                0.89117,                0.89264,                0.87209,                0.89122,                0.31678,                0.45968,                 3.4772,                0.37513,                0.39348,                0.87916,              0.0005612,              0.0005612,              0.0005612
                    111,                0.44186,                 2.4054,                0.21777,                0.36142,                0.94581,                0.94453,                 0.9186,                0.97948,                0.90865,                0.88456,                0.86047,                0.88614,                0.31689,                0.44245,                  3.483,                0.28922,                0.36501,                0.87338,               0.000548,               0.000548,               0.000548
                    112,                0.45604,                 2.4195,                0.21175,                 0.3636,                0.94587,                0.91975,                0.93294,                0.97279,                0.88921,                0.88538,                0.89826,                0.91621,                0.32065,                0.45363,                 3.4964,                0.23519,                0.37486,                0.87021,              0.0005348,              0.0005348,              0.0005348
                    113,                0.45111,                 2.4169,                0.20873,                0.36584,                0.93823,                0.90884,                0.95349,                0.97447,                0.90164,                 0.9003,                0.89535,                0.91984,                 0.3255,                0.44302,                 3.5077,                0.30761,                0.36649,                0.87782,              0.0005216,              0.0005216,              0.0005216
                    114,                0.45732,                 2.3431,                0.20505,                0.37115,                0.94113,                0.91204,                0.96457,                0.97254,                0.90946,                0.89653,                0.90698,                0.91248,                0.33247,                0.42807,                 3.4369,                0.22549,                0.37942,                0.86475,              0.0005084,              0.0005084,              0.0005084
                    115,                0.46601,                  2.387,                0.19861,                0.35149,                0.94872,                0.91286,                0.97674,                0.97233,                0.90237,                0.87588,                0.90264,                0.88524,                0.32012,                0.43974,                 3.4523,                0.23472,                0.36547,                0.87399,              0.0004952,              0.0004952,              0.0004952
                    116,                0.47019,                 2.4509,                0.20423,                0.36359,                0.94551,                0.90126,                0.97674,                0.97175,                0.89235,                0.84407,                0.88372,                0.87943,                0.33117,                0.43699,                 3.4541,                0.30668,                0.35648,                0.90181,               0.000482,               0.000482,               0.000482
                    117,                0.45121,                 2.3369,                0.21366,                0.35532,                 0.9459,                0.89451,                0.93023,                0.96157,                 0.8889,                0.82734,                0.86047,                0.85438,                0.33718,                0.47007,                 3.4756,                0.32787,                0.40562,                 0.8771,              0.0004688,              0.0004688,              0.0004688
                    118,                0.42312,                 2.3468,                0.21267,                0.34326,                0.92943,                0.91833,                0.97674,                0.97182,                0.89844,                0.88354,                0.89535,                0.89803,                0.31799,                0.42773,                 3.4481,                0.25078,                 0.3695,                0.86834,              0.0004556,              0.0004556,              0.0004556
                    119,                0.41991,                 2.3298,                0.20783,                0.34629,                0.92251,                0.91005,                0.96512,                0.97185,                0.90448,                0.85518,                0.90698,                0.89548,                0.33168,                0.44244,                 3.4205,                0.23851,                0.37389,                0.89787,              0.0004424,              0.0004424,              0.0004424
                    120,                0.41781,                 2.3108,                0.20591,                0.33389,                0.92235,                0.88879,                0.96512,                 0.9664,                0.89823,                0.85423,                0.88589,                0.89691,                0.32731,                0.42492,                 3.4727,                0.27074,                0.37353,                 0.8837,              0.0004292,              0.0004292,              0.0004292
                    121,                0.43005,                 2.3043,                0.19722,                0.35175,                0.92027,                0.88751,                0.96512,                0.96376,                0.89176,                0.84707,                0.90169,                0.90223,                0.34381,                0.42486,                 3.4279,                 0.2817,                0.38072,                0.88131,               0.000416,               0.000416,               0.000416
                    122,                0.44156,                 2.3081,                0.21713,                 0.3538,                0.93555,                0.92954,                0.94186,                0.97093,                0.89989,                0.87187,                0.88372,                0.88048,                0.33627,                0.43824,                 3.4093,                0.27167,                0.35318,                0.89133,              0.0004028,              0.0004028,              0.0004028
                    123,                0.42038,                 2.4308,                0.21217,                0.35087,                0.92711,                 0.9276,                0.96512,                0.97125,                0.90059,                0.84182,                0.87209,                 0.8404,                0.33118,                0.43024,                 3.4483,                0.26997,                0.35605,                0.89914,              0.0003896,              0.0003896,              0.0003896
                    124,                0.40876,                 2.3099,                0.19666,                0.33827,                0.91816,                 0.8842,                0.97666,                0.96639,                0.89526,                0.88265,                0.84884,                0.88223,                0.32495,                0.41696,                 3.4297,                0.20733,                0.37003,                0.88148,              0.0003764,              0.0003764,              0.0003764
                    125,                  0.421,                 2.2822,                0.21053,                0.35472,                0.92371,                0.91298,                0.97674,                0.97239,                0.90416,                0.87414,                0.88841,                0.89103,                0.33419,                0.41685,                 3.4189,                0.25059,                0.35523,                0.89598,              0.0003632,              0.0003632,              0.0003632
                    126,                0.42595,                 2.2375,                0.20634,                0.34863,                0.92272,                0.91038,                0.96512,                0.97337,                0.91096,                0.87055,                0.89535,                0.87544,                0.33073,                 0.4071,                 3.4383,                0.27001,                0.35001,                0.88872,                0.00035,                0.00035,                0.00035
                    127,                0.42313,                 2.3748,                0.20449,                0.35713,                0.93364,                0.90464,                0.97674,                0.97015,                0.91096,                0.84003,                0.90698,                0.88689,                0.32952,                0.39382,                 3.4241,                0.28967,                 0.3526,                0.86065,              0.0003368,              0.0003368,              0.0003368
                    128,                0.40726,                 2.3455,                0.20677,                 0.3443,                0.91778,                0.90943,                0.96512,                 0.9711,                0.90859,                  0.875,                0.89535,                0.90081,                0.33364,                0.40371,                 3.4588,                0.26365,                0.35163,                0.85768,              0.0003236,              0.0003236,              0.0003236
                    129,                0.40869,                 2.2085,                0.21326,                0.33217,                0.92661,                 0.9182,                0.97674,                0.97455,                0.91449,                0.87758,                0.91689,                0.90194,                0.31981,                 0.4029,                 3.4406,                0.25397,                0.33591,                0.86039,              0.0003104,              0.0003104,              0.0003104
                    130,                0.41253,                 2.1762,                 0.2069,                 0.3491,                0.91577,                0.91074,                0.97674,                0.97348,                0.91116,                0.86636,                 0.9186,                0.90188,                0.32142,                0.40261,                 3.4111,                0.28328,                0.33407,                0.86925,              0.0002972,              0.0002972,              0.0002972
                    131,                0.42138,                 2.3137,                 0.2041,                 0.3639,                 0.9331,                0.90302,                0.97452,                0.96915,                0.90734,                0.85081,                0.90698,                0.89884,                0.33327,                0.40345,                 3.4007,                0.30351,                0.36038,                0.85915,               0.000284,               0.000284,               0.000284
                    132,                0.40505,                  2.083,                0.19683,                0.34143,                0.92768,                0.90878,                0.97674,                0.97133,                 0.9111,                0.89346,                0.87768,                0.89738,                0.34208,                 0.4106,                 3.3893,                 0.2901,                0.35712,                0.85749,              0.0002708,              0.0002708,              0.0002708
                    133,                0.40707,                 2.2361,                0.20488,                0.34708,                0.92574,                0.90164,                0.97674,                0.97275,                0.91665,                0.88821,                0.88372,                0.89865,                0.34321,                0.39178,                 3.3918,                0.30234,                0.35203,                0.85224,              0.0002576,              0.0002576,              0.0002576
                    134,                0.41004,                 2.2763,                0.19883,                0.32634,                0.93253,                0.92716,                0.93023,                0.97084,                 0.9129,                0.88072,                0.88372,                0.90742,                0.34905,                0.38947,                 3.4011,                0.26528,                0.35325,                0.85028,              0.0002444,              0.0002444,              0.0002444
                    135,                 0.4179,                  2.392,                0.19727,                0.33073,                0.92326,                0.92748,                0.93023,                0.96892,                0.90751,                0.88102,                0.88372,                 0.9018,                0.34223,                0.39945,                  3.406,                0.24343,                0.35782,                0.84958,              0.0002312,              0.0002312,              0.0002312
                    136,                0.40424,                 2.2182,                0.19777,                0.33063,                0.90572,                0.91542,                0.97674,                0.97235,                0.91385,                0.87462,                0.90698,                0.90656,                0.34664,                0.39883,                 3.3906,                0.23351,                0.34082,                0.84567,               0.000218,               0.000218,               0.000218
                    137,                0.38732,                 2.1391,                0.19858,                0.31527,                0.90753,                 0.9102,                0.97674,                0.97263,                0.91649,                0.89499,                0.90698,                0.91989,                0.35431,                 0.4024,                 3.3833,                0.29353,                0.35367,                0.85622,              0.0002048,              0.0002048,              0.0002048
                    138,                0.38117,                 2.2897,                 0.2038,                0.32863,                 0.9065,                0.89816,                0.97674,                0.96897,                0.91123,                0.88358,                0.88255,                0.89458,                0.34421,                0.39262,                 3.3923,                0.32423,                0.35843,                0.85727,              0.0001916,              0.0001916,              0.0001916
                    139,                0.37633,                  2.171,                 0.1955,                0.32082,                 0.9042,                0.88238,                0.97674,                 0.9633,                0.90315,                0.85657,                0.90282,                0.89324,                0.33686,                0.38734,                  3.392,                0.23048,                0.36385,                0.85982,              0.0001784,              0.0001784,              0.0001784
                    140,                0.37949,                 2.0758,                0.18956,                0.31894,                0.90316,                0.92401,                0.93023,                0.96424,                0.90563,                0.87781,                0.88372,                0.88445,                0.33434,                0.38669,                 3.4054,                0.22718,                0.36188,                0.85599,              0.0001652,              0.0001652,              0.0001652
                    141,                0.30815,                 1.7065,                0.15404,                0.26903,                0.88016,                 0.9005,                0.96512,                0.96732,                0.91296,                0.86108,                0.86495,                 0.8525,                0.32174,                 0.3821,                 3.4357,                0.29363,                0.36035,                0.84459,               0.000152,               0.000152,               0.000152
                    142,                0.28911,                 1.6283,                 0.1533,                0.26351,                0.86648,                0.91863,                0.96512,                0.96686,                0.91194,                0.90185,                0.88372,                0.88577,                0.32808,                0.39064,                 3.4203,                0.21728,                0.33795,                0.85097,              0.0001388,              0.0001388,              0.0001388
                    143,                0.29608,                 1.6532,                0.14139,                0.27215,                0.86454,                0.89361,                0.97664,                0.97063,                0.91691,                0.88022,                0.88372,                0.89083,                0.33148,                0.38055,                 3.4037,                0.20862,                 0.3343,                0.83852,              0.0001256,              0.0001256,              0.0001256
                    144,                0.27776,                 1.6802,                0.12808,                0.24896,                0.86571,                0.94726,                 0.9186,                 0.9747,                0.91953,                0.91096,                0.88372,                0.91054,                 0.3362,                 0.3768,                 3.3664,                0.26687,                0.33847,                0.83108,              0.0001124,              0.0001124,              0.0001124
                    145,                0.28919,                 1.7675,                0.13294,                0.25964,                0.87388,                 0.9637,                0.92614,                0.97453,                 0.9198,                 0.9153,                0.87963,                0.89639,                0.32946,                0.37634,                 3.3775,                0.21387,                 0.3444,                0.83671,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                0.27221,                 1.6882,                0.12532,                0.23942,                  0.853,                0.96342,                0.91866,                0.97356,                0.92127,                0.91493,                 0.8754,                0.89664,                0.33134,                 0.3708,                 3.4006,                0.19934,                0.34053,                0.84137,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                0.26446,                 1.7528,                0.12457,                0.23697,                0.84853,                0.96125,                 0.9186,                0.97322,                0.91929,                0.91176,                0.87209,                0.89687,                 0.3342,                 0.3696,                 3.3892,                0.18534,                0.33633,                0.84428,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                0.25329,                 1.5637,                 0.1181,                0.23116,                0.86036,                0.96922,                0.93023,                0.97454,                0.92431,                0.91552,                0.88372,                0.89843,                0.34427,                0.36206,                 3.3773,                0.25232,                 0.3363,                0.83977,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                0.26384,                 1.6538,                0.12376,                0.23698,                0.85828,                0.96481,                 0.9186,                0.97185,                0.92143,                0.91507,                0.87209,                0.89664,                0.33794,                 0.3635,                 3.3771,                  0.286,                0.33037,                0.84155,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                0.25225,                  1.723,                0.11837,                0.22734,                0.85493,                0.96469,                 0.9186,                0.97162,                0.91979,                0.91561,                0.87209,                0.90308,                0.33543,                0.36621,                 3.3835,                 0.2478,                0.32906,                0.84747,               3.32e-05,               3.32e-05,               3.32e-05
